manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price
ford,van,full-size,2017,good,gas,28108,automatic,rwd,6 cylinders,grey,36840
toyota,SUV,full-size,2017,like new,gas,10811,automatic,fwd,6 cylinders,white,36900
gmc,truck,full-size,2016,good,gas,44014,automatic,4wd,8 cylinders,custom,36900
toyota,SUV,mid-size,2013,excellent,gas,59922,automatic,4wd,6 cylinders,blue,36900
ford,pickup,full-size,2018,excellent,gas,62205,automatic,4wd,8 cylinders,white,36900
gmc,truck,full-size,2012,good,diesel,106500,automatic,4wd,8 cylinders,blue,36900
ram,pickup,full-size,2016,excellent,diesel,167658,automatic,4wd,6 cylinders,white,36900
chevrolet,truck,full-size,2017,excellent,gas,28175,automatic,4wd,8 cylinders,black,36950
chevrolet,pickup,full-size,2019,like new,gas,31657,automatic,4wd,8 cylinders,white,36950
ram,truck,full-size,2016,like new,gas,57505,automatic,4wd,8 cylinders,white,36950
ford,pickup,full-size,2015,excellent,diesel,100321,automatic,4wd,8 cylinders,grey,36950
ram,truck,full-size,2011,excellent,diesel,122097,automatic,4wd,6 cylinders,black,36950
chevrolet,truck,full-size,2018,like new,gas,37475,automatic,4wd,8 cylinders,black,36988
ford,truck,full-size,2017,good,gas,19320,automatic,4wd,8 cylinders,white,36990
nissan,SUV,full-size,2019,excellent,gas,36845,automatic,4wd,8 cylinders,black,36990
ford,truck,full-size,2018,excellent,gas,61796,automatic,4wd,8 cylinders,grey,36990
gmc,truck,full-size,2017,excellent,gas,66911,automatic,4wd,8 cylinders,black,36990
chevrolet,SUV,full-size,2016,like new,gas,5329,automatic,rwd,8 cylinders,white,36995
ram,pickup,full-size,2019,excellent,gas,10353,automatic,rwd,8 cylinders,white,36995
jeep,SUV,mid-size,2018,like new,gas,14000,automatic,4wd,4 cylinders,black,36995
chevrolet,truck,mid-size,2017,excellent,gas,42693,automatic,4wd,8 cylinders,black,36995
chevrolet,truck,full-size,2015,excellent,diesel,73550,automatic,4wd,8 cylinders,silver,36995
chevrolet,SUV,full-size,2016,like new,gas,82892,automatic,4wd,8 cylinders,black,36995
ford,pickup,full-size,2015,like new,gas,84932,automatic,4wd,6 cylinders,black,36995
ford,pickup,full-size,2015,like new,gas,84932,automatic,4wd,6 cylinders,black,36995
chevrolet,truck,full-size,2017,good,diesel,85300,automatic,4wd,8 cylinders,white,36995
ram,pickup,full-size,2018,excellent,diesel,131137,automatic,4wd,6 cylinders,white,36995
ram,pickup,full-size,2018,excellent,diesel,131137,automatic,4wd,6 cylinders,white,36995
ram,pickup,full-size,2018,excellent,diesel,131137,automatic,4wd,6 cylinders,white,36995
ford,truck,full-size,2012,excellent,diesel,143242,automatic,4wd,8 cylinders,white,36995
ram,truck,full-size,2016,like new,diesel,152000,automatic,4wd,6 cylinders,white,36995
jaguar,SUV,full-size,2018,excellent,gas,24311,automatic,rwd,4 cylinders,white,36999
jeep,offroad,mid-size,2016,like new,gas,53026,automatic,4wd,6 cylinders,red,36999
ford,truck,full-size,2015,like new,diesel,153871,automatic,4wd,8 cylinders,grey,36999
jeep,SUV,full-size,2014,like new,gas,17600,automatic,4wd,6 cylinders,grey,37000
audi,sedan,full-size,2017,excellent,gas,23000,automatic,4wd,6 cylinders,grey,37000
jeep,SUV,full-size,2017,excellent,gas,24200,automatic,4wd,6 cylinders,black,37000
acura,SUV,mid-size,2017,like new,gas,35436,automatic,4wd,6 cylinders,white,37000
chevrolet,truck,full-size,2013,like new,diesel,74000,automatic,4wd,6 cylinders,white,37000
chevrolet,pickup,full-size,2004,excellent,diesel,124000,automatic,4wd,8 cylinders,white,37000
ford,truck,full-size,2017,new,gas,208680,automatic,4wd,8 cylinders,red,37000
chevrolet,truck,full-size,2019,excellent,gas,22750,automatic,4wd,8 cylinders,grey,37250
ford,truck,mid-size,2019,excellent,gas,27710,automatic,4wd,6 cylinders,white,37250
chevrolet,truck,full-size,2015,like new,diesel,162000,automatic,4wd,8 cylinders,white,37250
chevrolet,pickup,full-size,2019,like new,gas,22750,automatic,4wd,8 cylinders,grey,37295
mitsubishi,sedan,sub-compact,2006,like new,gas,122888,manual,4wd,4 cylinders,silver,37300
bmw,SUV,mid-size,2019,like new,gas,12900,automatic,fwd,4 cylinders,white,37400
audi,hatchback,mid-size,2018,like new,gas,16123,automatic,4wd,4 cylinders,silver,37400
toyota,truck,mid-size,2020,like new,gas,3500,automatic,4wd,6 cylinders,white,37500
chevrolet,truck,full-size,2016,like new,gas,7600,automatic,4wd,8 cylinders,black,37500
chevrolet,truck,full-size,2016,like new,gas,18750,automatic,4wd,8 cylinders,blue,37500
cadillac,sedan,full-size,2011,like new,gas,36169,automatic,rwd,8 cylinders,red,37500
ford,truck,full-size,2017,excellent,gas,18048,automatic,4wd,6 cylinders,grey,37655
gmc,truck,full-size,2017,good,gas,13896,automatic,rwd,8 cylinders,blue,37675
gmc,SUV,full-size,2017,excellent,gas,40992,automatic,4wd,8 cylinders,silver,37879
cadillac,SUV,full-size,2016,excellent,gas,67000,automatic,4wd,8 cylinders,black,37900
chevrolet,SUV,full-size,2017,like new,gas,111393,automatic,4wd,8 cylinders,black,37900
ford,truck,mid-size,2020,like new,gas,16677,automatic,4wd,4 cylinders,grey,37901
gmc,truck,mid-size,2015,excellent,gas,79221,automatic,4wd,8 cylinders,brown,37925
gmc,truck,mid-size,2015,excellent,gas,79221,automatic,4wd,8 cylinders,brown,37925
ford,truck,full-size,2013,excellent,gas,101940,automatic,4wd,8 cylinders,black,37950
ram,pickup,full-size,2018,excellent,diesel,53629,automatic,4wd,6 cylinders,white,37985
ford,truck,full-size,2018,excellent,gas,49135,automatic,4wd,8 cylinders,grey,37990
ford,pickup,full-size,2019,like new,gas,19378,automatic,4wd,8 cylinders,grey,37995
chevrolet,SUV,full-size,2020,like new,gas,19699,automatic,4wd,6 cylinders,black,37995
ram,pickup,full-size,2016,excellent,diesel,47600,automatic,4wd,6 cylinders,white,37995
ford,truck,full-size,2016,excellent,gas,58646,automatic,4wd,6 cylinders,red,37995
ford,truck,full-size,2016,excellent,diesel,195403,automatic,4wd,8 cylinders,black,37995
chevrolet,coupe,mid-size,2018,excellent,gas,20316,automatic,rwd,8 cylinders,black,37999
chevrolet,coupe,mid-size,2018,excellent,gas,20316,automatic,rwd,8 cylinders,black,37999
chevrolet,coupe,mid-size,2018,excellent,gas,20316,automatic,rwd,8 cylinders,black,37999
ford,truck,full-size,2018,excellent,gas,24313,automatic,4wd,6 cylinders,silver,37999
ford,truck,full-size,2018,excellent,gas,24313,automatic,4wd,6 cylinders,silver,37999
gmc,pickup,full-size,2017,like new,gas,67341,automatic,4wd,8 cylinders,silver,37999
ford,truck,full-size,2011,excellent,diesel,69123,automatic,4wd,8 cylinders,black,37999
honda,mini-van,full-size,2014,excellent,gas,7350,automatic,fwd,6 cylinders,silver,38000
dodge,sedan,full-size,2017,like new,gas,24000,automatic,rwd,8 cylinders,black,38000
mercedes-benz,SUV,mid-size,2017,excellent,gas,32000,automatic,4wd,4 cylinders,grey,38000
jeep,SUV,full-size,2018,new,gas,39000,manual,4wd,6 cylinders,red,38000
dodge,coupe,compact,2000,good,gas,41311,manual,rwd,10 cylinders,grey,38000
toyota,truck,full-size,2017,excellent,gas,45563,automatic,4wd,6 cylinders,black,38000
chevrolet,pickup,full-size,2018,like new,gas,50000,automatic,4wd,8 cylinders,black,38000
ford,truck,full-size,2008,like new,diesel,83000,automatic,4wd,8 cylinders,black,38000
ram,truck,full-size,2014,excellent,diesel,295000,automatic,4wd,6 cylinders,white,38000
toyota,pickup,full-size,2018,good,gas,79860,automatic,4wd,8 cylinders,black,38250
chevrolet,truck,full-size,2018,excellent,gas,32364,automatic,4wd,8 cylinders,brown,38450
ford,truck,full-size,2017,like new,gas,28000,automatic,rwd,8 cylinders,black,38495
ram,pickup,full-size,2018,like new,gas,66663,automatic,4wd,8 cylinders,black,38495
ford,coupe,mid-size,2016,like new,gas,4100,manual,rwd,8 cylinders,orange,38500
chevrolet,pickup,full-size,2020,excellent,gas,8000,automatic,4wd,6 cylinders,black,38500
jeep,SUV,full-size,2019,like new,gas,15500,automatic,4wd,6 cylinders,white,38500
mercedes-benz,coupe,compact,2012,like new,gas,20645,automatic,rwd,8 cylinders,white,38500
gmc,truck,full-size,2015,good,diesel,150460,automatic,4wd,8 cylinders,white,38500
ram,truck,full-size,2017,excellent,diesel,60085,automatic,4wd,6 cylinders,white,38600
ford,truck,full-size,2017,excellent,diesel,120151,automatic,4wd,8 cylinders,white,38750
ford,truck,full-size,2018,excellent,gas,109787,automatic,4wd,6 cylinders,black,38765
chevrolet,pickup,full-size,2012,like new,diesel,59583,automatic,4wd,8 cylinders,red,38766
chevrolet,truck,full-size,2013,excellent,gas,49748,automatic,4wd,8 cylinders,white,38775
chevrolet,truck,full-size,2013,excellent,gas,49748,automatic,4wd,8 cylinders,white,38775
dodge,coupe,mid-size,2018,excellent,gas,18978,automatic,rwd,8 cylinders,black,38807
toyota,SUV,full-size,2013,excellent,gas,39584,automatic,4wd,6 cylinders,white,38880
cadillac,SUV,full-size,2017,excellent,gas,89936,automatic,4wd,8 cylinders,grey,38900
gmc,truck,full-size,2016,excellent,diesel,195118,automatic,4wd,8 cylinders,grey,38950
gmc,truck,full-size,2017,excellent,gas,54023,automatic,4wd,8 cylinders,black,38972
ford,pickup,full-size,2018,like new,gas,12190,automatic,4wd,8 cylinders,blue,38990
chevrolet,truck,full-size,2018,like new,gas,52985,automatic,4wd,8 cylinders,black,38990
ford,van,full-size,2015,good,gas,7185,automatic,rwd,6 cylinders,white,38995
ford,pickup,full-size,2017,like new,gas,57295,automatic,4wd,8 cylinders,red,38995
ram,truck,full-size,2014,good,diesel,107570,automatic,4wd,6 cylinders,white,38995
chevrolet,pickup,full-size,2017,excellent,gas,75097,automatic,4wd,8 cylinders,grey,38997
chevrolet,pickup,full-size,2017,excellent,gas,75097,automatic,4wd,8 cylinders,grey,38997
chevrolet,SUV,full-size,2016,like new,gas,63000,automatic,4wd,8 cylinders,black,38999
chevrolet,pickup,full-size,2017,excellent,gas,6000,automatic,4wd,8 cylinders,custom,39000
toyota,truck,mid-size,2018,like new,gas,17145,automatic,rwd,6 cylinders,grey,39000
ford,truck,mid-size,2016,like new,gas,38000,automatic,4wd,6 cylinders,white,39000
ford,pickup,full-size,2016,excellent,diesel,135000,automatic,4wd,8 cylinders,white,39000
gmc,pickup,full-size,2016,excellent,diesel,164000,automatic,4wd,8 cylinders,black,39000
gmc,pickup,full-size,2016,excellent,diesel,164000,automatic,4wd,8 cylinders,black,39000
gmc,pickup,full-size,2016,excellent,diesel,164000,automatic,4wd,8 cylinders,white,39000
gmc,truck,full-size,2017,excellent,gas,55000,automatic,4wd,8 cylinders,white,39400
chevrolet,truck,full-size,2019,like new,gas,9000,automatic,4wd,4 cylinders,silver,39450
chevrolet,pickup,mid-size,2018,excellent,gas,4185,automatic,4wd,6 cylinders,grey,39495
toyota,truck,full-size,2018,like new,gas,25000,automatic,4wd,6 cylinders,silver,39495
chevrolet,SUV,full-size,2019,excellent,gas,24678,automatic,4wd,6 cylinders,red,39500
cadillac,SUV,full-size,2015,like new,gas,45248,automatic,4wd,8 cylinders,black,39500
ram,truck,full-size,2017,excellent,diesel,65972,automatic,4wd,6 cylinders,white,39500
ram,truck,full-size,2017,excellent,diesel,65972,automatic,4wd,6 cylinders,white,39500
ram,truck,full-size,2017,excellent,diesel,65972,automatic,4wd,6 cylinders,white,39500
ford,truck,full-size,2016,excellent,gas,57216,automatic,4wd,6 cylinders,blue,39655
ford,pickup,mid-size,2019,like new,gas,6400,manual,4wd,4 cylinders,silver,39900
ford,truck,full-size,2019,good,gas,19533,automatic,4wd,8 cylinders,white,39900
ford,van,full-size,2019,like new,gas,19950,automatic,rwd,6 cylinders,white,39900
ford,van,full-size,2019,like new,gas,19950,automatic,rwd,6 cylinders,white,39900
ford,van,full-size,2019,like new,gas,19950,automatic,rwd,6 cylinders,white,39900
lincoln,SUV,full-size,2016,excellent,gas,24774,automatic,4wd,6 cylinders,brown,39900
gmc,truck,full-size,2018,like new,diesel,27128,automatic,4wd,8 cylinders,black,39900
ford,van,full-size,2018,excellent,gas,27247,automatic,rwd,8 cylinders,blue,39900
ford,van,full-size,2018,excellent,gas,27247,automatic,rwd,8 cylinders,blue,39900
ford,truck,mid-size,2018,excellent,gas,30036,automatic,4wd,6 cylinders,grey,39900
ford,truck,mid-size,2018,excellent,gas,30036,automatic,4wd,6 cylinders,grey,39900
ford,other,full-size,2012,excellent,diesel,46719,automatic,4wd,8 cylinders,black,39900
ford,other,full-size,2012,excellent,diesel,46719,automatic,4wd,8 cylinders,black,39900
nissan,SUV,full-size,2017,excellent,gas,47221,automatic,4wd,8 cylinders,silver,39900
chevrolet,SUV,full-size,2015,like new,gas,58727,automatic,rwd,8 cylinders,white,39900
ford,pickup,full-size,2017,excellent,diesel,76640,automatic,4wd,8 cylinders,white,39900
mercedes-benz,van,full-size,2016,good,diesel,111578,automatic,rwd,6 cylinders,white,39900
ford,pickup,full-size,2011,excellent,diesel,135000,automatic,4wd,8 cylinders,white,39900
gmc,pickup,full-size,2011,excellent,diesel,164000,automatic,4wd,8 cylinders,black,39900
toyota,pickup,mid-size,2020,new,gas,4038,automatic,4wd,6 cylinders,white,39950
chevrolet,SUV,full-size,2016,excellent,gas,112000,automatic,4wd,8 cylinders,white,39950
chevrolet,truck,mid-size,2017,excellent,gas,41738,automatic,4wd,8 cylinders,silver,39974
chevrolet,truck,mid-size,2017,excellent,gas,41738,automatic,4wd,8 cylinders,silver,39974
jeep,SUV,full-size,2020,excellent,gas,15477,automatic,4wd,4 cylinders,black,39976
jeep,SUV,full-size,2020,excellent,gas,15477,automatic,4wd,4 cylinders,black,39982
ford,pickup,full-size,2017,excellent,gas,67055,automatic,4wd,6 cylinders,silver,39985
ford,truck,full-size,2015,excellent,gas,98000,automatic,4wd,6 cylinders,black,39989
chevrolet,pickup,full-size,2018,good,gas,36421,automatic,4wd,8 cylinders,white,39990
ford,truck,full-size,2014,good,diesel,37994,automatic,rwd,8 cylinders,white,39990
audi,sedan,compact,2015,like new,gas,13500,automatic,4wd,4 cylinders,grey,39995
chevrolet,convertible,mid-size,2020,like new,gas,18235,automatic,rwd,8 cylinders,red,39995
mercedes-benz,sedan,full-size,2016,excellent,gas,19233,automatic,rwd,6 cylinders,black,39995
kia,sedan,full-size,2018,like new,gas,26752,automatic,4wd,8 cylinders,grey,39995
chevrolet,truck,full-size,2017,good,gas,29253,automatic,rwd,8 cylinders,white,39995
ford,truck,full-size,2012,excellent,diesel,42111,automatic,4wd,8 cylinders,black,39995
nissan,truck,mid-size,2017,good,gas,42319,automatic,4wd,8 cylinders,silver,39995
ford,truck,full-size,2016,excellent,gas,65700,automatic,4wd,6 cylinders,black,39995
ford,pickup,full-size,2013,good,gas,66399,automatic,4wd,8 cylinders,black,39995
jeep,SUV,full-size,2015,excellent,gas,78913,automatic,4wd,8 cylinders,black,39995
gmc,pickup,full-size,2015,excellent,gas,51141,automatic,4wd,8 cylinders,black,39997
gmc,pickup,full-size,2015,excellent,gas,51141,automatic,4wd,8 cylinders,black,39997
gmc,pickup,full-size,2015,excellent,gas,51141,automatic,4wd,8 cylinders,black,39997
gmc,pickup,full-size,2015,excellent,gas,51141,automatic,4wd,8 cylinders,black,39997
gmc,pickup,full-size,2015,excellent,gas,51141,automatic,4wd,8 cylinders,black,39997
gmc,pickup,full-size,2015,excellent,gas,51141,automatic,4wd,8 cylinders,black,39997
jeep,SUV,full-size,2015,excellent,gas,33000,manual,4wd,6 cylinders,blue,39999
gmc,pickup,full-size,2018,like new,gas,37801,automatic,4wd,8 cylinders,white,39999
chevrolet,truck,mid-size,2019,like new,gas,2600,automatic,4wd,6 cylinders,white,40000
toyota,truck,full-size,2020,excellent,gas,2600,automatic,4wd,8 cylinders,white,40000
toyota,truck,mid-size,2020,like new,gas,2800,automatic,4wd,6 cylinders,silver,40000
ford,convertible,full-size,2019,like new,gas,3700,manual,rwd,8 cylinders,grey,40000
gmc,truck,full-size,2019,like new,gas,19500,automatic,4wd,8 cylinders,custom,40000
ford,pickup,full-size,2017,excellent,diesel,53500,automatic,4wd,8 cylinders,white,40000
chevrolet,truck,full-size,2016,excellent,diesel,57500,automatic,4wd,8 cylinders,white,40000
gmc,truck,full-size,2014,excellent,diesel,93500,automatic,4wd,8 cylinders,white,40000
lincoln,SUV,full-size,2017,excellent,gas,38800,automatic,4wd,6 cylinders,custom,40500
gmc,SUV,full-size,2019,like new,gas,42000,automatic,rwd,8 cylinders,black,40588
gmc,SUV,full-size,2019,like new,gas,42000,automatic,rwd,8 cylinders,black,40588
chevrolet,truck,full-size,2018,good,gas,63057,automatic,4wd,8 cylinders,white,40595
chevrolet,truck,full-size,2018,good,gas,63057,automatic,4wd,8 cylinders,white,40595
ram,truck,full-size,2020,excellent,gas,2166,automatic,4wd,8 cylinders,black,40712
chevrolet,truck,mid-size,2017,excellent,gas,82474,automatic,4wd,8 cylinders,blue,40793
ford,truck,full-size,2019,good,gas,11523,automatic,4wd,6 cylinders,grey,40900
audi,sedan,mid-size,2015,excellent,gas,36263,automatic,4wd,8 cylinders,grey,40900
ford,truck,mid-size,2018,excellent,gas,58538,automatic,4wd,6 cylinders,red,40946
ford,truck,mid-size,2019,excellent,gas,11947,automatic,4wd,4 cylinders,blue,40995
toyota,truck,sub-compact,2017,good,gas,21619,automatic,4wd,6 cylinders,silver,40995
cadillac,SUV,full-size,2015,excellent,gas,69463,automatic,4wd,8 cylinders,black,40995
gmc,truck,full-size,2017,like new,gas,73656,automatic,4wd,8 cylinders,black,40999
gmc,SUV,full-size,2019,excellent,gas,15867,automatic,rwd,8 cylinders,grey,41000
mercedes-benz,coupe,compact,2012,like new,gas,20645,automatic,rwd,8 cylinders,white,41000
jeep,SUV,full-size,2018,like new,gas,27000,automatic,4wd,6 cylinders,white,41000
ram,truck,full-size,2018,good,gas,35849,automatic,4wd,8 cylinders,white,41000
gmc,SUV,full-size,2018,excellent,gas,37000,automatic,fwd,6 cylinders,silver,41000
gmc,truck,full-size,2016,like new,gas,45000,automatic,4wd,8 cylinders,white,41000
gmc,truck,full-size,2016,excellent,gas,55000,automatic,4wd,8 cylinders,black,41000
gmc,SUV,full-size,2015,excellent,gas,63021,automatic,4wd,8 cylinders,white,41000
ram,truck,full-size,2016,good,diesel,126000,automatic,4wd,6 cylinders,blue,41000
chevrolet,SUV,full-size,2017,excellent,gas,48991,automatic,4wd,8 cylinders,black,41350
chevrolet,SUV,full-size,2017,excellent,gas,48991,automatic,4wd,8 cylinders,black,41350
ram,truck,full-size,2012,excellent,diesel,64036,automatic,4wd,6 cylinders,grey,41400
gmc,pickup,full-size,2016,like new,gas,67853,automatic,4wd,8 cylinders,white,41499
ford,pickup,full-size,2018,like new,gas,2900,automatic,4wd,6 cylinders,silver,41500
ford,pickup,full-size,2018,like new,gas,2900,automatic,4wd,6 cylinders,silver,41500
toyota,pickup,full-size,2017,excellent,gas,33380,automatic,rwd,8 cylinders,grey,41500
toyota,SUV,full-size,2019,good,gas,14712,automatic,4wd,6 cylinders,black,41675
ford,truck,full-size,2019,excellent,gas,34333,automatic,4wd,8 cylinders,white,41750
chevrolet,coupe,compact,2019,like new,gas,17100,automatic,rwd,8 cylinders,grey,41900
ford,pickup,full-size,2018,excellent,diesel,78361,automatic,4wd,8 cylinders,white,41900
chevrolet,SUV,full-size,2017,excellent,gas,78636,automatic,4wd,8 cylinders,white,41900
nissan,SUV,full-size,2018,excellent,gas,29801,automatic,4wd,8 cylinders,blue,41929
ford,truck,full-size,2019,excellent,gas,26531,automatic,4wd,8 cylinders,white,41975
ford,truck,full-size,2019,excellent,gas,26531,automatic,4wd,8 cylinders,white,41975
ford,truck,full-size,2019,excellent,gas,26531,automatic,4wd,8 cylinders,white,41975
ford,truck,full-size,2019,excellent,gas,26531,automatic,4wd,8 cylinders,white,41975
ford,truck,full-size,2019,excellent,gas,26531,automatic,4wd,8 cylinders,white,41975
jeep,SUV,mid-size,2017,excellent,gas,34131,automatic,4wd,6 cylinders,silver,41980
jeep,SUV,mid-size,2017,excellent,gas,34131,automatic,4wd,6 cylinders,silver,41980
mercedes-benz,SUV,full-size,2017,excellent,gas,22904,automatic,4wd,4 cylinders,black,41988
mercedes-benz,SUV,full-size,2017,excellent,gas,22904,automatic,4wd,4 cylinders,black,41988
rover,SUV,full-size,2016,excellent,gas,29274,automatic,4wd,6 cylinders,green,41988
ford,SUV,full-size,2019,good,gas,16884,automatic,rwd,6 cylinders,white,41990
mercedes-benz,sedan,full-size,2015,excellent,gas,37202,automatic,4wd,8 cylinders,white,41990
ram,truck,full-size,2017,good,diesel,56647,automatic,4wd,8 cylinders,black,41990
ford,truck,full-size,2015,like new,gas,53944,automatic,4wd,6 cylinders,white,41994
bmw,coupe,sub-compact,2015,excellent,gas,12215,automatic,rwd,6 cylinders,orange,41995
ford,coupe,sub-compact,2008,good,gas,18576,manual,rwd,8 cylinders,white,41995
ford,coupe,sub-compact,2008,good,gas,18576,manual,rwd,8 cylinders,white,41995
ford,coupe,sub-compact,2008,good,gas,18576,manual,rwd,8 cylinders,white,41995
toyota,truck,mid-size,2017,excellent,gas,19144,automatic,4wd,6 cylinders,grey,41995
chevrolet,coupe,mid-size,2008,excellent,gas,20652,manual,rwd,8 cylinders,yellow,41995
gmc,sedan,full-size,2017,excellent,gas,68162,automatic,4wd,8 cylinders,black,41995
bmw,sedan,full-size,2017,like new,gas,29459,automatic,4wd,6 cylinders,blue,41999
cadillac,SUV,full-size,2016,excellent,gas,41665,automatic,4wd,8 cylinders,black,41999
bmw,sedan,full-size,2018,good,gas,53653,automatic,4wd,6 cylinders,black,41999
ford,truck,full-size,2015,excellent,gas,105481,automatic,4wd,8 cylinders,red,41999
chevrolet,coupe,mid-size,2008,like new,gas,7700,manual,rwd,8 cylinders,white,42000
ford,truck,full-size,2018,like new,gas,12000,automatic,4wd,8 cylinders,grey,42000
rover,coupe,mid-size,2014,like new,gas,33700,automatic,4wd,6 cylinders,white,42000
gmc,truck,full-size,2017,like new,gas,45772,automatic,4wd,8 cylinders,black,42000
chevrolet,SUV,full-size,2019,like new,gas,46829,automatic,rwd,8 cylinders,black,42000
bmw,sedan,compact,2015,like new,gas,56000,manual,rwd,6 cylinders,white,42000
ford,SUV,full-size,2020,excellent,gas,2583,automatic,4wd,4 cylinders,red,42123
ford,SUV,full-size,2020,excellent,gas,2583,automatic,4wd,4 cylinders,red,42123
toyota,truck,mid-size,2019,excellent,gas,8300,automatic,4wd,6 cylinders,custom,42500
ram,truck,full-size,2017,like new,gas,25758,automatic,4wd,8 cylinders,black,42500
chevrolet,SUV,full-size,2015,like new,gas,67000,automatic,4wd,8 cylinders,white,42500
gmc,truck,full-size,2015,excellent,diesel,152000,automatic,4wd,8 cylinders,silver,42500
jeep,SUV,full-size,2019,like new,gas,17775,automatic,rwd,6 cylinders,white,42700
gmc,truck,full-size,2015,good,diesel,72238,automatic,4wd,8 cylinders,black,42855
ford,truck,full-size,2020,excellent,gas,3226,automatic,rwd,8 cylinders,blue,42900
chevrolet,pickup,full-size,2016,like new,gas,22333,automatic,4wd,8 cylinders,red,42900
toyota,truck,full-size,2017,excellent,gas,23551,manual,4wd,6 cylinders,black,42900
toyota,truck,full-size,2017,excellent,gas,23551,manual,4wd,6 cylinders,black,42900
ford,SUV,full-size,2017,excellent,gas,32553,automatic,4wd,6 cylinders,black,42900
ford,SUV,full-size,2017,excellent,gas,32553,automatic,4wd,6 cylinders,black,42900
toyota,pickup,full-size,2017,like new,gas,38600,automatic,4wd,8 cylinders,silver,42900
ford,truck,full-size,2013,excellent,diesel,39957,automatic,4wd,8 cylinders,white,42900
ford,truck,full-size,2013,excellent,diesel,39957,automatic,4wd,8 cylinders,white,42900
gmc,truck,full-size,2018,good,gas,64984,automatic,4wd,8 cylinders,white,42900
chevrolet,SUV,full-size,2019,excellent,gas,74257,automatic,4wd,8 cylinders,black,42900
ford,truck,full-size,2017,good,diesel,92197,automatic,rwd,8 cylinders,white,42900
ford,truck,full-size,2020,excellent,gas,28048,automatic,4wd,8 cylinders,white,42950
cadillac,coupe,mid-size,2014,good,gas,46702,automatic,rwd,8 cylinders,black,42989
jeep,offroad,full-size,2017,excellent,gas,17950,automatic,4wd,6 cylinders,grey,42990
ram,pickup,full-size,2020,like new,gas,9408,automatic,4wd,8 cylinders,grey,42995
ram,pickup,full-size,2020,like new,gas,9408,automatic,4wd,8 cylinders,grey,42995
chevrolet,truck,full-size,2019,excellent,gas,36968,automatic,4wd,8 cylinders,red,42995
chevrolet,truck,full-size,2018,good,diesel,67078,automatic,4wd,8 cylinders,white,42995
gmc,truck,full-size,2017,like new,gas,55669,automatic,4wd,8 cylinders,red,42997
gmc,truck,full-size,2017,like new,gas,55669,automatic,4wd,8 cylinders,red,42997
gmc,truck,full-size,2017,like new,gas,55669,automatic,4wd,8 cylinders,red,42997
gmc,truck,full-size,2017,like new,gas,55669,automatic,4wd,8 cylinders,red,42997
gmc,truck,full-size,2017,like new,gas,55669,automatic,4wd,8 cylinders,red,42997
gmc,truck,full-size,2017,like new,gas,55669,automatic,4wd,8 cylinders,red,42997
ram,pickup,full-size,2019,like new,gas,15326,automatic,4wd,8 cylinders,black,42999
ford,truck,full-size,2017,good,diesel,66251,automatic,4wd,8 cylinders,white,42999
gmc,offroad,full-size,2015,like new,gas,88300,automatic,4wd,8 cylinders,black,42999
ford,pickup,full-size,2019,good,gas,39494,automatic,4wd,6 cylinders,brown,43000
bmw,sedan,full-size,2017,excellent,gas,41000,automatic,4wd,8 cylinders,black,43000
jeep,SUV,full-size,2017,excellent,gas,50000,automatic,4wd,6 cylinders,custom,43000
ram,pickup,full-size,2019,excellent,gas,55000,automatic,4wd,8 cylinders,black,43000
ram,truck,full-size,2018,like new,diesel,60000,automatic,4wd,6 cylinders,white,43000
ram,truck,full-size,2011,excellent,diesel,136000,automatic,4wd,6 cylinders,blue,43000
chevrolet,truck,mid-size,2020,excellent,gas,2724,automatic,4wd,8 cylinders,red,43010
chevrolet,truck,mid-size,2020,excellent,gas,2724,automatic,4wd,8 cylinders,red,43010
ford,truck,mid-size,2018,excellent,gas,55126,automatic,4wd,6 cylinders,red,43263
ford,truck,mid-size,2018,excellent,gas,55126,automatic,4wd,6 cylinders,red,43263
ford,truck,full-size,2016,good,gas,41458,automatic,4wd,6 cylinders,black,43375
mercedes-benz,SUV,mid-size,2019,like new,gas,32500,automatic,4wd,6 cylinders,white,43500
gmc,SUV,full-size,2016,excellent,gas,46000,automatic,4wd,8 cylinders,black,43500
chevrolet,SUV,full-size,2019,like new,gas,39200,automatic,4wd,8 cylinders,black,43588
chevrolet,SUV,full-size,2019,like new,gas,39200,automatic,4wd,8 cylinders,black,43588
chevrolet,SUV,full-size,2019,like new,gas,39200,automatic,4wd,8 cylinders,black,43588
gmc,truck,full-size,2018,good,gas,28044,automatic,4wd,8 cylinders,black,43875
ford,truck,full-size,2019,excellent,diesel,59348,automatic,4wd,8 cylinders,white,43895
chevrolet,coupe,compact,2014,excellent,gas,22700,manual,rwd,8 cylinders,black,43900
ford,truck,full-size,2018,good,gas,26776,automatic,4wd,8 cylinders,white,43900
ford,truck,mid-size,2015,excellent,diesel,93087,automatic,rwd,8 cylinders,white,43900
ram,pickup,full-size,2017,good,diesel,108000,automatic,4wd,6 cylinders,silver,43900
ford,truck,full-size,2020,excellent,gas,17471,automatic,4wd,8 cylinders,white,43950
ford,truck,full-size,2018,excellent,gas,41042,automatic,4wd,8 cylinders,silver,43950
ram,truck,full-size,2017,excellent,diesel,77314,automatic,4wd,6 cylinders,white,43950
