manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price_class
ford,van,full-size,2019,excellent,gas,9853,automatic,rwd,6 cylinders,white,16000~30000
toyota,van,full-size,2018,excellent,gas,19500,automatic,fwd,6 cylinders,brown,16000~30000
toyota,pickup,full-size,2015,excellent,gas,57000,automatic,4wd,8 cylinders,black,16000~30000
gmc,truck,full-size,2015,good,gas,60700,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,truck,full-size,2018,like new,gas,6000,automatic,4wd,6 cylinders,black,16000~30000
chevrolet,truck,full-size,2019,like new,gas,17543,automatic,rwd,8 cylinders,white,16000~30000
ram,truck,full-size,2019,good,gas,35623,automatic,4wd,8 cylinders,white,16000~30000
ford,pickup,full-size,2013,excellent,gas,46835,automatic,4wd,8 cylinders,red,16000~30000
ram,truck,full-size,2011,excellent,diesel,154054,automatic,4wd,6 cylinders,white,16000~30000
ford,coupe,sub-compact,2016,excellent,gas,21159,manual,rwd,8 cylinders,blue,16000~30000
audi,SUV,mid-size,2016,excellent,gas,47558,automatic,4wd,4 cylinders,grey,16000~30000
buick,SUV,full-size,2019,like new,gas,31300,automatic,fwd,6 cylinders,silver,16000~30000
buick,SUV,full-size,2019,like new,gas,31300,automatic,fwd,6 cylinders,silver,16000~30000
ford,truck,full-size,2012,excellent,diesel,156698,automatic,4wd,8 cylinders,white,16000~30000
jeep,SUV,full-size,2011,excellent,gas,99545,automatic,4wd,6 cylinders,white,16000~30000
ford,van,full-size,2019,new,gas,28936,automatic,rwd,6 cylinders,white,16000~30000
ford,truck,full-size,2012,like new,gas,66722,automatic,4wd,8 cylinders,white,16000~30000
ford,pickup,full-size,2008,excellent,gas,86238,automatic,4wd,8 cylinders,black,16000~30000
ford,pickup,full-size,2008,excellent,gas,86238,automatic,4wd,8 cylinders,black,16000~30000
ford,truck,full-size,2010,like new,diesel,108950,automatic,4wd,8 cylinders,black,16000~30000
jeep,offroad,full-size,2013,like new,gas,29945,automatic,4wd,6 cylinders,yellow,16000~30000
ford,truck,full-size,2011,excellent,diesel,152965,automatic,4wd,8 cylinders,white,16000~30000
jeep,SUV,mid-size,2016,good,gas,65877,automatic,4wd,6 cylinders,green,16000~30000
ford,truck,mid-size,2017,excellent,gas,62325,automatic,4wd,8 cylinders,black,16000~30000
ford,truck,full-size,2016,excellent,gas,100000,automatic,4wd,6 cylinders,silver,16000~30000
gmc,SUV,full-size,2015,excellent,gas,110600,automatic,4wd,8 cylinders,white,16000~30000
jeep,offroad,full-size,2012,good,gas,117300,automatic,4wd,6 cylinders,silver,16000~30000
jeep,SUV,mid-size,2016,good,gas,65877,automatic,4wd,6 cylinders,green,16000~30000
chevrolet,van,full-size,2020,excellent,gas,13169,automatic,rwd,8 cylinders,white,16000~30000
dodge,mini-van,full-size,2015,excellent,gas,48000,automatic,fwd,6 cylinders,red,16000~30000
ford,truck,full-size,2012,good,diesel,49669,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2018,excellent,gas,58622,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,truck,full-size,2017,excellent,gas,120000,automatic,4wd,8 cylinders,silver,16000~30000
chevrolet,truck,full-size,2017,excellent,gas,120000,automatic,4wd,8 cylinders,silver,16000~30000
gmc,truck,full-size,2011,excellent,diesel,159194,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,convertible,compact,2011,excellent,gas,4808,automatic,rwd,8 cylinders,yellow,16000~30000
jeep,SUV,full-size,2013,good,gas,47783,automatic,4wd,6 cylinders,red,16000~30000
audi,SUV,mid-size,2017,good,gas,82615,automatic,4wd,6 cylinders,grey,16000~30000
chrysler,van,full-size,2020,good,gas,2029,automatic,fwd,6 cylinders,custom,16000~30000
ram,pickup,full-size,2019,excellent,gas,32698,automatic,rwd,6 cylinders,white,16000~30000
mercedes-benz,SUV,full-size,2017,excellent,gas,33100,automatic,rwd,4 cylinders,silver,16000~30000
chevrolet,truck,full-size,2015,excellent,gas,40711,automatic,4wd,8 cylinders,black,16000~30000
ford,truck,mid-size,2016,excellent,gas,84170,automatic,4wd,6 cylinders,black,16000~30000
dodge,sedan,compact,2019,like new,gas,24000,automatic,rwd,6 cylinders,silver,16000~30000
ford,SUV,full-size,2017,like new,gas,53419,automatic,4wd,6 cylinders,silver,16000~30000
toyota,SUV,full-size,2017,excellent,gas,62900,automatic,4wd,6 cylinders,white,16000~30000
ram,other,full-size,2016,excellent,diesel,80395,automatic,4wd,6 cylinders,white,16000~30000
chevrolet,SUV,full-size,2015,like new,gas,121454,automatic,rwd,8 cylinders,silver,16000~30000
chevrolet,truck,full-size,2011,excellent,diesel,161047,automatic,4wd,8 cylinders,silver,16000~30000
chevrolet,truck,full-size,2015,good,diesel,212327,automatic,4wd,8 cylinders,red,16000~30000
bmw,sedan,compact,2015,excellent,gas,71988,automatic,rwd,6 cylinders,black,16000~30000
chevrolet,truck,full-size,2018,like new,gas,53000,automatic,4wd,8 cylinders,grey,16000~30000
jeep,SUV,mid-size,2014,good,gas,75000,automatic,rwd,6 cylinders,silver,16000~30000
ford,truck,full-size,2015,good,diesel,143857,automatic,4wd,8 cylinders,white,16000~30000
nissan,SUV,mid-size,2020,like new,gas,4509,automatic,fwd,6 cylinders,grey,30000~40000
kia,SUV,full-size,2018,good,gas,42947,automatic,4wd,6 cylinders,silver,30000~40000
toyota,truck,full-size,2018,like new,gas,28467,automatic,rwd,4 cylinders,silver,30000~40000
cadillac,SUV,full-size,2017,like new,gas,16500,automatic,4wd,6 cylinders,blue,30000~40000
chevrolet,truck,full-size,2018,excellent,gas,82237,automatic,4wd,8 cylinders,white,30000~40000
chevrolet,truck,full-size,2018,excellent,gas,82237,automatic,4wd,8 cylinders,white,30000~40000
chevrolet,truck,full-size,2018,excellent,gas,82237,automatic,4wd,8 cylinders,white,30000~40000
ford,pickup,full-size,2016,like new,gas,87169,automatic,4wd,6 cylinders,grey,30000~40000
toyota,van,full-size,2019,excellent,gas,44918,automatic,fwd,6 cylinders,silver,30000~40000
jeep,SUV,mid-size,2020,like new,gas,9900,automatic,rwd,6 cylinders,red,30000~40000
chevrolet,truck,full-size,2017,like new,gas,24180,automatic,4wd,6 cylinders,silver,30000~40000
ford,truck,full-size,2014,like new,gas,40000,automatic,rwd,6 cylinders,white,30000~40000
volkswagen,SUV,mid-size,2019,like new,gas,39662,automatic,4wd,6 cylinders,white,30000~40000
ford,truck,full-size,2010,excellent,gas,95049,automatic,4wd,8 cylinders,red,30000~40000
chevrolet,truck,full-size,2017,good,gas,111444,automatic,4wd,8 cylinders,white,30000~40000
dodge,coupe,mid-size,2017,excellent,gas,25475,automatic,rwd,8 cylinders,grey,30000~40000
gmc,pickup,full-size,2016,like new,gas,68100,automatic,4wd,8 cylinders,black,30000~40000
ford,other,full-size,2017,excellent,diesel,155914,automatic,rwd,5 cylinders,white,30000~40000
chevrolet,SUV,full-size,2017,excellent,gas,32765,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,109523,automatic,4wd,6 cylinders,white,30000~40000
ram,pickup,full-size,2017,excellent,diesel,153534,automatic,4wd,6 cylinders,silver,30000~40000
nissan,SUV,mid-size,2020,excellent,gas,7532,automatic,fwd,6 cylinders,black,30000~40000
chevrolet,truck,full-size,2017,excellent,gas,30400,automatic,4wd,6 cylinders,black,30000~40000
toyota,SUV,full-size,2016,good,gas,51902,automatic,4wd,6 cylinders,white,30000~40000
ford,truck,full-size,2017,excellent,gas,79350,automatic,4wd,8 cylinders,red,30000~40000
ford,pickup,full-size,2013,excellent,gas,87000,automatic,4wd,8 cylinders,blue,30000~40000
ram,truck,full-size,2016,good,diesel,99283,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2015,like new,gas,101089,automatic,4wd,8 cylinders,green,30000~40000
chevrolet,truck,full-size,2017,excellent,gas,105000,automatic,4wd,8 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,128792,automatic,4wd,6 cylinders,white,30000~40000
ram,truck,full-size,2012,good,diesel,128792,automatic,4wd,6 cylinders,white,30000~40000
nissan,pickup,mid-size,2019,like new,gas,19775,automatic,4wd,6 cylinders,grey,30000~40000
ford,truck,full-size,2019,excellent,gas,42397,automatic,rwd,6 cylinders,custom,30000~40000
ford,truck,full-size,2019,excellent,gas,42397,automatic,rwd,6 cylinders,custom,30000~40000
ford,pickup,full-size,2017,excellent,gas,47130,automatic,4wd,8 cylinders,brown,30000~40000
ford,pickup,full-size,2017,excellent,gas,47130,automatic,4wd,8 cylinders,brown,30000~40000
kia,SUV,mid-size,2020,new,gas,12000,automatic,fwd,4 cylinders,white,30000~40000
audi,sedan,full-size,2017,excellent,gas,32000,automatic,4wd,4 cylinders,green,30000~40000
ram,pickup,full-size,2017,like new,gas,33400,automatic,4wd,8 cylinders,white,30000~40000
chevrolet,coupe,mid-size,2017,excellent,gas,39000,automatic,rwd,8 cylinders,yellow,30000~40000
jeep,SUV,full-size,2014,like new,gas,44334,automatic,4wd,6 cylinders,silver,30000~40000
ford,truck,full-size,2014,excellent,gas,66742,automatic,4wd,6 cylinders,silver,30000~40000
mercedes-benz,SUV,full-size,2014,like new,gas,76380,automatic,4wd,8 cylinders,blue,30000~40000
ford,pickup,full-size,2015,like new,gas,77200,automatic,4wd,8 cylinders,white,30000~40000
ford,truck,full-size,2014,excellent,gas,102500,automatic,4wd,8 cylinders,blue,30000~40000
gmc,truck,full-size,2012,excellent,diesel,156308,automatic,4wd,8 cylinders,black,30000~40000
ford,pickup,full-size,2011,like new,gas,177000,automatic,4wd,8 cylinders,grey,30000~40000
ford,pickup,full-size,2017,excellent,diesel,154477,automatic,4wd,8 cylinders,white,30000~40000
ford,SUV,full-size,2017,like new,gas,32730,automatic,rwd,6 cylinders,grey,30000~40000
mercedes-benz,SUV,full-size,2015,excellent,gas,59636,automatic,4wd,8 cylinders,grey,30000~40000
ford,truck,full-size,2020,like new,gas,1969,automatic,rwd,6 cylinders,silver,30000~40000
toyota,truck,mid-size,2015,excellent,gas,34600,automatic,4wd,6 cylinders,green,30000~40000
subaru,sedan,mid-size,2016,excellent,gas,35900,manual,4wd,4 cylinders,blue,30000~40000
jeep,SUV,full-size,2014,like new,gas,36100,automatic,4wd,6 cylinders,black,30000~40000
lexus,sedan,full-size,2016,excellent,gas,43000,automatic,4wd,6 cylinders,silver,30000~40000
chevrolet,SUV,full-size,2017,like new,gas,60920,automatic,4wd,8 cylinders,black,30000~40000
ford,truck,full-size,2009,excellent,diesel,73000,automatic,4wd,8 cylinders,red,30000~40000
ford,truck,full-size,2017,excellent,diesel,99000,automatic,4wd,8 cylinders,white,30000~40000
ford,truck,full-size,2017,excellent,diesel,99000,automatic,4wd,8 cylinders,white,30000~40000
ford,truck,full-size,2017,excellent,diesel,99000,automatic,4wd,8 cylinders,white,30000~40000
ford,truck,full-size,2012,good,diesel,135500,automatic,4wd,8 cylinders,brown,30000~40000
ford,truck,mid-size,2017,excellent,gas,68192,automatic,4wd,6 cylinders,grey,30000~40000
dodge,mini-van,mid-size,2018,excellent,gas,27474,automatic,fwd,6 cylinders,silver,30000~40000
chevrolet,pickup,mid-size,2019,like new,gas,29470,automatic,4wd,6 cylinders,silver,30000~40000
chevrolet,truck,full-size,2020,new,gas,3277,automatic,rwd,4 cylinders,red,30000~40000
rover,SUV,full-size,2017,excellent,gas,37174,automatic,4wd,4 cylinders,green,30000~40000
jeep,SUV,full-size,2017,excellent,gas,60530,automatic,4wd,6 cylinders,custom,30000~40000
audi,sedan,compact,2015,excellent,gas,48400,automatic,4wd,4 cylinders,grey,30000~40000
ford,truck,full-size,2017,like new,gas,30000,automatic,rwd,6 cylinders,grey,30000~40000
dodge,mini-van,full-size,2018,good,gas,19733,automatic,fwd,6 cylinders,white,30000~40000
ram,pickup,full-size,2015,like new,gas,17143,automatic,rwd,8 cylinders,red,30000~40000
mercedes-benz,convertible,compact,2009,excellent,gas,27225,automatic,rwd,8 cylinders,silver,30000~40000
gmc,truck,full-size,2017,good,gas,53842,automatic,4wd,8 cylinders,white,30000~40000
ford,truck,full-size,2015,excellent,gas,71197,automatic,4wd,6 cylinders,blue,30000~40000
ford,truck,full-size,2015,like new,diesel,147000,automatic,4wd,8 cylinders,brown,30000~40000
chevrolet,pickup,full-size,2017,good,diesel,152011,automatic,4wd,8 cylinders,white,30000~40000
cadillac,SUV,mid-size,2017,excellent,gas,28481,automatic,4wd,6 cylinders,black,30000~40000
audi,SUV,mid-size,2017,excellent,gas,64692,automatic,4wd,6 cylinders,black,30000~40000
volvo,SUV,full-size,2016,excellent,gas,41759,automatic,4wd,4 cylinders,grey,30000~40000
ford,truck,full-size,2020,good,gas,17900,automatic,rwd,6 cylinders,grey,30000~40000
mercedes-benz,coupe,mid-size,2017,excellent,gas,26711,automatic,rwd,4 cylinders,white,30000~40000
mercedes-benz,coupe,mid-size,2017,excellent,gas,26711,automatic,rwd,4 cylinders,white,30000~40000
mercedes-benz,coupe,mid-size,2017,excellent,gas,26711,automatic,rwd,4 cylinders,white,30000~40000
ram,truck,full-size,2018,good,gas,35894,automatic,4wd,8 cylinders,grey,30000~40000
lexus,coupe,compact,2017,excellent,gas,40149,automatic,rwd,4 cylinders,black,30000~40000
ford,truck,full-size,2009,good,gas,43900,automatic,rwd,10 cylinders,white,30000~40000
lexus,SUV,full-size,2015,excellent,gas,52739,automatic,4wd,8 cylinders,black,30000~40000
ford,pickup,full-size,2015,excellent,diesel,178235,automatic,4wd,8 cylinders,green,30000~40000
nissan,truck,full-size,2017,excellent,diesel,10026,automatic,4wd,8 cylinders,grey,30000~40000
chevrolet,truck,full-size,2014,good,gas,47169,automatic,rwd,8 cylinders,red,30000~40000
gmc,pickup,full-size,2015,excellent,gas,93378,automatic,rwd,8 cylinders,brown,30000~40000
toyota,truck,full-size,2014,good,gas,95000,automatic,4wd,8 cylinders,black,30000~40000
ford,pickup,full-size,2016,excellent,diesel,100797,automatic,4wd,8 cylinders,white,30000~40000
ford,truck,full-size,2012,good,diesel,151109,automatic,4wd,8 cylinders,white,30000~40000
gmc,truck,full-size,2014,good,diesel,183689,automatic,4wd,8 cylinders,yellow,30000~40000
ford,truck,full-size,2016,excellent,gas,61935,automatic,4wd,6 cylinders,white,30000~40000
chevrolet,coupe,compact,2012,like new,gas,21900,automatic,rwd,8 cylinders,red,30000~40000
ram,pickup,full-size,2016,like new,gas,26100,automatic,4wd,6 cylinders,red,30000~40000
ford,truck,full-size,2018,excellent,gas,45508,automatic,4wd,8 cylinders,black,30000~40000
toyota,truck,full-size,2017,excellent,gas,97129,automatic,4wd,8 cylinders,red,30000~40000
chevrolet,truck,full-size,2014,good,diesel,137219,automatic,4wd,8 cylinders,white,30000~40000
ford,van,full-size,2019,like new,gas,5000,automatic,rwd,6 cylinders,white,30000~40000
chevrolet,sedan,full-size,2019,excellent,gas,8500,automatic,fwd,6 cylinders,red,30000~40000
chevrolet,pickup,full-size,2017,like new,gas,13800,automatic,rwd,8 cylinders,silver,30000~40000
bmw,sedan,compact,2018,like new,gas,15608,automatic,rwd,4 cylinders,white,30000~40000
ram,van,full-size,2019,like new,gas,18500,automatic,fwd,6 cylinders,white,30000~40000
subaru,SUV,mid-size,2019,excellent,gas,31000,automatic,4wd,4 cylinders,grey,30000~40000
chevrolet,truck,mid-size,2006,excellent,gas,34000,automatic,rwd,8 cylinders,blue,30000~40000
ford,truck,full-size,2016,excellent,gas,34471,automatic,4wd,6 cylinders,blue,30000~40000
toyota,SUV,full-size,2018,excellent,gas,38000,automatic,4wd,6 cylinders,grey,30000~40000
jeep,SUV,full-size,2017,excellent,gas,50068,automatic,4wd,6 cylinders,purple,30000~40000
ford,truck,full-size,2014,good,diesel,211000,automatic,4wd,8 cylinders,white,30000~40000
ram,truck,full-size,2018,like new,gas,22000,automatic,4wd,6 cylinders,blue,30000~40000
ram,pickup,full-size,2014,excellent,gas,110076,automatic,4wd,8 cylinders,grey,30000~40000
ford,truck,full-size,2019,like new,other,11132,automatic,4wd,6 cylinders,blue,30000~40000
ford,coupe,sub-compact,2015,excellent,gas,11854,manual,rwd,8 cylinders,orange,30000~40000
jeep,SUV,full-size,2013,good,gas,47783,automatic,4wd,6 cylinders,red,30000~40000
jeep,SUV,full-size,2013,good,gas,47783,automatic,4wd,6 cylinders,custom,30000~40000
dodge,coupe,full-size,2018,like new,gas,27670,automatic,rwd,8 cylinders,red,30000~40000
ram,pickup,full-size,2016,excellent,gas,37500,automatic,4wd,8 cylinders,red,30000~40000
chevrolet,pickup,full-size,2015,excellent,diesel,130000,automatic,4wd,8 cylinders,silver,30000~40000
chevrolet,truck,mid-size,2015,excellent,gas,97932,automatic,4wd,8 cylinders,blue,30000~40000
ford,pickup,full-size,2016,like new,gas,98943,automatic,4wd,8 cylinders,black,30000~40000
ford,coupe,mid-size,2008,like new,gas,6023,manual,rwd,8 cylinders,red,30000~40000
dodge,mini-van,full-size,2017,good,gas,16415,automatic,fwd,6 cylinders,silver,30000~40000
lincoln,SUV,mid-size,2017,excellent,gas,25737,automatic,4wd,6 cylinders,black,30000~40000
ford,coupe,mid-size,2007,like new,gas,11600,manual,rwd,8 cylinders,blue,30000~40000
ford,van,full-size,2019,excellent,gas,16578,automatic,rwd,6 cylinders,white,30000~40000
gmc,van,full-size,2017,excellent,gas,22490,automatic,rwd,8 cylinders,brown,30000~40000
ford,truck,full-size,2013,excellent,diesel,182445,automatic,4wd,8 cylinders,white,30000~40000
chevrolet,pickup,full-size,2018,like new,gas,57217,automatic,4wd,8 cylinders,red,30000~40000
jeep,truck,full-size,2013,excellent,gas,57570,automatic,4wd,6 cylinders,orange,30000~40000
ford,truck,full-size,2015,excellent,gas,73906,automatic,4wd,8 cylinders,white,30000~40000
gmc,truck,full-size,2014,excellent,gas,93027,automatic,4wd,8 cylinders,white,30000~40000
gmc,SUV,full-size,2017,like new,gas,118992,automatic,4wd,8 cylinders,black,30000~40000
ram,pickup,full-size,2015,excellent,diesel,144410,automatic,4wd,6 cylinders,grey,30000~40000
chevrolet,truck,mid-size,2015,excellent,gas,70869,automatic,4wd,8 cylinders,black,30000~40000
ford,pickup,full-size,2018,like new,gas,41042,automatic,4wd,6 cylinders,black,30000~40000
ford,van,full-size,2017,excellent,diesel,155914,automatic,rwd,5 cylinders,white,30000~40000
chevrolet,truck,full-size,2018,like new,gas,26000,automatic,4wd,8 cylinders,black,30000~40000
volvo,SUV,full-size,2019,good,gas,33745,automatic,4wd,8 cylinders,black,30000~40000
gmc,truck,full-size,2016,excellent,gas,103200,automatic,4wd,8 cylinders,white,30000~40000
gmc,truck,full-size,2013,good,diesel,147101,automatic,4wd,8 cylinders,white,30000~40000
