manufacturer,type,size,year,condition,fuel,odometer,transmission,drive,cylinders,paint_color,price_class
gmc,truck,full-size,2013,like new,gas,127738,automatic,4wd,8 cylinders,white,16000~30000
gmc,truck,full-size,2013,like new,gas,127738,automatic,4wd,8 cylinders,white,16000~30000
ford,truck,full-size,2015,excellent,gas,128200,automatic,4wd,8 cylinders,green,16000~30000
ford,pickup,full-size,2013,excellent,gas,148571,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,truck,full-size,2010,excellent,gas,149564,automatic,4wd,8 cylinders,silver,16000~30000
ram,pickup,full-size,2009,excellent,diesel,301356,automatic,4wd,6 cylinders,black,16000~30000
ford,truck,full-size,2013,good,gas,94308,automatic,rwd,8 cylinders,blue,16000~30000
chevrolet,pickup,full-size,2015,excellent,gas,276976,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,pickup,full-size,2015,excellent,gas,276976,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,pickup,full-size,2015,excellent,gas,276976,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,SUV,mid-size,2019,like new,gas,8900,automatic,rwd,4 cylinders,white,16000~30000
bmw,convertible,full-size,2005,excellent,gas,30200,automatic,rwd,8 cylinders,custom,16000~30000
honda,SUV,full-size,2016,like new,gas,46000,automatic,fwd,4 cylinders,red,16000~30000
infiniti,sedan,full-size,2015,excellent,gas,58000,automatic,4wd,6 cylinders,grey,16000~30000
toyota,pickup,full-size,2014,excellent,gas,60820,manual,rwd,6 cylinders,grey,16000~30000
jeep,SUV,compact,2011,excellent,gas,71864,automatic,4wd,6 cylinders,red,16000~30000
chevrolet,truck,full-size,2008,excellent,gas,120000,automatic,4wd,8 cylinders,silver,16000~30000
ford,pickup,full-size,2014,excellent,gas,144000,automatic,fwd,6 cylinders,green,16000~30000
jeep,offroad,full-size,2004,excellent,gas,145000,automatic,4wd,6 cylinders,custom,16000~30000
chevrolet,truck,full-size,2010,good,gas,246291,automatic,4wd,8 cylinders,silver,16000~30000
acura,SUV,mid-size,2015,excellent,gas,37305,automatic,4wd,6 cylinders,black,16000~30000
lexus,SUV,full-size,2015,excellent,gas,93334,automatic,4wd,4 cylinders,grey,16000~30000
ford,hatchback,compact,2018,like new,gas,4695,manual,fwd,4 cylinders,grey,16000~30000
kia,SUV,sub-compact,2020,like new,gas,1450,automatic,fwd,4 cylinders,red,16000~30000
hyundai,SUV,compact,2020,excellent,gas,2479,automatic,fwd,4 cylinders,white,16000~30000
ford,truck,full-size,2006,excellent,diesel,105015,automatic,4wd,8 cylinders,silver,16000~30000
mitsubishi,SUV,mid-size,2020,like new,gas,5500,automatic,4wd,4 cylinders,black,16000~30000
bmw,sedan,mid-size,2015,like new,gas,39640,automatic,4wd,4 cylinders,white,16000~30000
ford,coupe,mid-size,2004,excellent,gas,45678,manual,rwd,8 cylinders,silver,16000~30000
chrysler,sedan,full-size,2016,excellent,gas,47000,automatic,4wd,6 cylinders,black,16000~30000
ford,SUV,full-size,2016,excellent,gas,66000,automatic,4wd,6 cylinders,white,16000~30000
chevrolet,convertible,full-size,2003,excellent,gas,68393,manual,rwd,8 cylinders,white,16000~30000
chevrolet,convertible,full-size,2003,excellent,gas,68393,manual,rwd,8 cylinders,white,16000~30000
gmc,pickup,full-size,2010,excellent,gas,92000,automatic,4wd,8 cylinders,black,16000~30000
ford,van,full-size,2016,excellent,gas,95961,automatic,rwd,6 cylinders,white,16000~30000
pontiac,other,mid-size,2005,excellent,gas,25400,automatic,rwd,8 cylinders,red,16000~30000
jeep,SUV,mid-size,2016,excellent,gas,29000,automatic,4wd,6 cylinders,grey,16000~30000
subaru,sedan,mid-size,2017,excellent,gas,26700,automatic,4wd,4 cylinders,grey,16000~30000
ram,pickup,full-size,2016,excellent,gas,41830,automatic,rwd,8 cylinders,white,16000~30000
dodge,mini-van,mid-size,2019,like new,gas,43000,automatic,fwd,6 cylinders,red,16000~30000
chevrolet,pickup,full-size,2012,good,gas,110924,automatic,4wd,8 cylinders,white,16000~30000
nissan,sedan,full-size,2017,excellent,gas,36176,automatic,fwd,6 cylinders,white,16000~30000
nissan,pickup,full-size,2017,excellent,gas,59939,automatic,rwd,8 cylinders,white,16000~30000
toyota,SUV,mid-size,2014,good,gas,69008,automatic,4wd,4 cylinders,red,16000~30000
ford,truck,full-size,2008,excellent,diesel,75523,automatic,4wd,8 cylinders,yellow,16000~30000
ford,truck,full-size,2008,excellent,diesel,75523,automatic,4wd,8 cylinders,yellow,16000~30000
ford,truck,full-size,2008,excellent,diesel,124000,automatic,4wd,8 cylinders,grey,16000~30000
nissan,sedan,mid-size,2020,like new,gas,7535,automatic,fwd,4 cylinders,grey,16000~30000
cadillac,SUV,full-size,2013,excellent,gas,146000,automatic,4wd,8 cylinders,white,16000~30000
ford,pickup,full-size,2013,excellent,diesel,148328,automatic,4wd,8 cylinders,silver,16000~30000
ford,truck,full-size,2011,like new,gas,187922,automatic,4wd,8 cylinders,blue,16000~30000
honda,SUV,mid-size,2017,like new,gas,69179,automatic,4wd,4 cylinders,grey,16000~30000
cadillac,SUV,mid-size,2015,excellent,gas,70849,automatic,4wd,6 cylinders,white,16000~30000
ram,truck,full-size,2012,excellent,gas,89469,automatic,4wd,8 cylinders,red,16000~30000
subaru,sedan,full-size,2019,like new,gas,23000,automatic,4wd,4 cylinders,white,16000~30000
dodge,mini-van,full-size,2014,good,gas,24500,automatic,rwd,4 cylinders,red,16000~30000
chrysler,mini-van,mid-size,2017,excellent,gas,65000,automatic,fwd,6 cylinders,grey,16000~30000
chevrolet,SUV,mid-size,2018,excellent,gas,86815,automatic,4wd,4 cylinders,grey,16000~30000
honda,SUV,full-size,2015,excellent,gas,96000,automatic,4wd,6 cylinders,red,16000~30000
chevrolet,pickup,full-size,2011,excellent,gas,108000,manual,4wd,8 cylinders,black,16000~30000
ford,pickup,full-size,2012,excellent,gas,129686,automatic,4wd,6 cylinders,white,16000~30000
honda,coupe,compact,2018,excellent,gas,26900,manual,fwd,4 cylinders,red,16000~30000
pontiac,coupe,mid-size,2006,excellent,gas,27900,manual,rwd,8 cylinders,red,16000~30000
volkswagen,sedan,mid-size,2017,new,gas,37000,manual,fwd,4 cylinders,white,16000~30000
ford,truck,full-size,2003,excellent,diesel,39000,automatic,rwd,8 cylinders,white,16000~30000
chevrolet,convertible,full-size,2018,excellent,gas,52478,automatic,rwd,4 cylinders,white,16000~30000
honda,SUV,mid-size,2017,like new,gas,56101,automatic,fwd,4 cylinders,grey,16000~30000
chevrolet,convertible,mid-size,2007,good,gas,83420,automatic,rwd,8 cylinders,black,16000~30000
gmc,truck,full-size,2018,excellent,gas,14551,automatic,rwd,8 cylinders,white,16000~30000
dodge,truck,full-size,2008,excellent,diesel,128000,automatic,4wd,6 cylinders,white,16000~30000
acura,sedan,compact,2019,excellent,gas,24100,automatic,fwd,4 cylinders,red,16000~30000
mercedes-benz,SUV,full-size,2013,excellent,gas,77735,automatic,4wd,8 cylinders,white,16000~30000
buick,SUV,full-size,2017,like new,gas,62000,automatic,fwd,6 cylinders,red,16000~30000
lexus,sedan,full-size,2015,like new,gas,63129,automatic,fwd,6 cylinders,silver,16000~30000
chevrolet,SUV,full-size,2012,excellent,gas,82050,automatic,4wd,8 cylinders,red,16000~30000
chevrolet,pickup,full-size,2014,excellent,gas,120000,automatic,4wd,8 cylinders,white,16000~30000
jeep,SUV,compact,2019,like new,gas,8375,automatic,fwd,4 cylinders,black,16000~30000
ford,truck,full-size,2008,good,gas,68845,automatic,rwd,8 cylinders,white,16000~30000
ford,pickup,full-size,2014,excellent,gas,117654,automatic,4wd,6 cylinders,red,16000~30000
nissan,SUV,full-size,2019,good,gas,22511,automatic,4wd,4 cylinders,white,16000~30000
toyota,SUV,mid-size,2014,like new,gas,24300,automatic,4wd,4 cylinders,grey,16000~30000
ford,SUV,mid-size,2019,excellent,gas,24989,automatic,4wd,4 cylinders,blue,16000~30000
bmw,sedan,full-size,2015,excellent,gas,93078,automatic,4wd,6 cylinders,black,16000~30000
nissan,SUV,full-size,2016,good,gas,99175,automatic,4wd,6 cylinders,black,16000~30000
ram,truck,full-size,2014,good,diesel,113807,automatic,rwd,6 cylinders,blue,16000~30000
ford,truck,full-size,2012,good,gas,131602,automatic,4wd,8 cylinders,white,16000~30000
ford,pickup,full-size,2005,excellent,diesel,163000,automatic,4wd,8 cylinders,white,16000~30000
ram,pickup,full-size,2014,excellent,gas,64296,automatic,4wd,8 cylinders,black,16000~30000
chevrolet,truck,full-size,2013,like new,gas,57900,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,truck,full-size,2013,excellent,gas,62014,automatic,rwd,8 cylinders,silver,16000~30000
chevrolet,van,mid-size,2013,good,gas,74273,automatic,4wd,8 cylinders,silver,16000~30000
toyota,pickup,mid-size,2015,excellent,gas,54000,automatic,4wd,6 cylinders,red,16000~30000
chevrolet,truck,full-size,2007,good,diesel,170000,automatic,4wd,8 cylinders,red,16000~30000
ram,truck,full-size,2006,excellent,diesel,190000,automatic,4wd,6 cylinders,white,16000~30000
ford,truck,full-size,2013,like new,gas,103541,automatic,4wd,6 cylinders,white,16000~30000
ford,truck,full-size,2008,good,gas,55566,automatic,rwd,8 cylinders,white,16000~30000
dodge,SUV,mid-size,2014,like new,gas,78000,automatic,4wd,8 cylinders,grey,16000~30000
hyundai,sedan,full-size,2018,like new,gas,18179,automatic,fwd,4 cylinders,white,16000~30000
mercedes-benz,van,full-size,2016,good,gas,36828,automatic,rwd,4 cylinders,silver,16000~30000
mercedes-benz,van,full-size,2016,good,gas,36828,automatic,rwd,4 cylinders,silver,16000~30000
mercedes-benz,van,full-size,2016,good,gas,36828,automatic,rwd,4 cylinders,silver,16000~30000
dodge,coupe,mid-size,2011,good,gas,88000,automatic,rwd,8 cylinders,blue,16000~30000
toyota,truck,mid-size,2011,excellent,gas,88000,automatic,4wd,6 cylinders,black,16000~30000
jeep,offroad,compact,2013,excellent,gas,89500,automatic,4wd,6 cylinders,silver,16000~30000
chevrolet,truck,full-size,2014,excellent,gas,99100,automatic,4wd,8 cylinders,black,16000~30000
chevrolet,truck,full-size,2007,good,diesel,164773,automatic,rwd,8 cylinders,white,16000~30000
honda,SUV,mid-size,2017,like new,gas,57499,automatic,4wd,4 cylinders,orange,16000~30000
subaru,wagon,full-size,2017,excellent,gas,51086,automatic,4wd,4 cylinders,silver,16000~30000
subaru,SUV,full-size,2017,excellent,gas,18918,automatic,4wd,4 cylinders,red,16000~30000
jeep,SUV,full-size,2018,good,gas,39000,automatic,4wd,6 cylinders,white,16000~30000
ford,SUV,full-size,2016,excellent,gas,49000,automatic,4wd,4 cylinders,black,16000~30000
infiniti,SUV,mid-size,2015,like new,gas,58000,automatic,rwd,6 cylinders,silver,16000~30000
chevrolet,truck,full-size,2013,good,diesel,210000,automatic,4wd,8 cylinders,white,16000~30000
toyota,SUV,mid-size,2016,excellent,gas,112525,automatic,4wd,6 cylinders,blue,16000~30000
chevrolet,pickup,full-size,2009,excellent,diesel,208546,automatic,4wd,8 cylinders,black,16000~30000
mercedes-benz,SUV,compact,2016,like new,gas,27643,automatic,fwd,6 cylinders,blue,16000~30000
ford,truck,full-size,2008,good,gas,48474,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2008,good,gas,48474,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2008,good,gas,48474,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2008,good,gas,48474,automatic,rwd,8 cylinders,white,16000~30000
cadillac,SUV,full-size,2011,excellent,gas,81522,automatic,4wd,8 cylinders,grey,16000~30000
ram,truck,full-size,2017,excellent,gas,116971,automatic,4wd,8 cylinders,white,16000~30000
jeep,SUV,full-size,2011,good,gas,135362,automatic,4wd,6 cylinders,brown,16000~30000
chevrolet,van,full-size,2014,good,gas,90822,automatic,4wd,8 cylinders,green,16000~30000
honda,SUV,mid-size,2019,like new,gas,4073,automatic,4wd,4 cylinders,silver,16000~30000
subaru,SUV,compact,2017,like new,gas,46736,automatic,4wd,4 cylinders,silver,16000~30000
gmc,truck,mid-size,2016,good,gas,48452,automatic,fwd,4 cylinders,silver,16000~30000
mercedes-benz,van,full-size,2012,excellent,diesel,48508,automatic,rwd,6 cylinders,white,16000~30000
chevrolet,pickup,full-size,2013,excellent,gas,113000,automatic,4wd,8 cylinders,white,16000~30000
gmc,van,full-size,2010,good,gas,122686,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2011,excellent,diesel,222080,automatic,4wd,8 cylinders,white,16000~30000
cadillac,SUV,mid-size,2013,excellent,gas,33395,automatic,fwd,6 cylinders,brown,16000~30000
hyundai,sedan,mid-size,2018,like new,hybrid,23366,automatic,fwd,4 cylinders,grey,16000~30000
kia,SUV,full-size,2017,excellent,gas,44801,automatic,4wd,4 cylinders,white,16000~30000
ram,pickup,full-size,2011,like new,gas,90000,automatic,4wd,8 cylinders,blue,16000~30000
chevrolet,truck,full-size,2017,excellent,gas,100000,automatic,rwd,8 cylinders,grey,16000~30000
chevrolet,pickup,full-size,2012,excellent,gas,63481,automatic,4wd,8 cylinders,blue,16000~30000
chevrolet,coupe,mid-size,2017,excellent,gas,41000,automatic,rwd,4 cylinders,blue,16000~30000
chevrolet,van,full-size,2011,good,gas,53646,automatic,4wd,8 cylinders,blue,16000~30000
chevrolet,truck,full-size,2015,excellent,gas,111615,automatic,4wd,8 cylinders,black,16000~30000
chevrolet,SUV,full-size,2017,excellent,gas,47500,automatic,fwd,6 cylinders,black,16000~30000
ford,pickup,full-size,2015,like new,gas,75000,automatic,4wd,8 cylinders,silver,16000~30000
ford,truck,full-size,2013,excellent,diesel,306110,automatic,4wd,8 cylinders,black,16000~30000
ford,wagon,full-size,2019,good,gas,42761,automatic,fwd,6 cylinders,silver,16000~30000
jeep,SUV,full-size,2015,excellent,gas,62505,automatic,4wd,6 cylinders,black,16000~30000
rover,SUV,full-size,2014,like new,gas,92000,automatic,4wd,4 cylinders,black,16000~30000
ford,van,full-size,2017,excellent,gas,53078,automatic,rwd,6 cylinders,white,16000~30000
subaru,wagon,compact,2018,excellent,gas,22278,automatic,4wd,4 cylinders,silver,16000~30000
chevrolet,van,full-size,2019,excellent,gas,24008,automatic,rwd,8 cylinders,white,16000~30000
chevrolet,van,full-size,2019,excellent,gas,24008,automatic,rwd,8 cylinders,white,16000~30000
rover,SUV,full-size,2016,good,gas,55237,automatic,4wd,4 cylinders,red,16000~30000
rover,SUV,full-size,2016,good,gas,55237,automatic,4wd,4 cylinders,red,16000~30000
jeep,SUV,full-size,2015,excellent,gas,71849,automatic,4wd,6 cylinders,white,16000~30000
ford,truck,full-size,2016,excellent,gas,129699,automatic,4wd,8 cylinders,white,16000~30000
ford,truck,full-size,2016,excellent,gas,129699,automatic,4wd,8 cylinders,white,16000~30000
jeep,SUV,mid-size,2014,excellent,gas,90000,manual,4wd,6 cylinders,blue,16000~30000
ford,truck,full-size,2011,excellent,gas,145080,automatic,4wd,6 cylinders,white,16000~30000
ford,pickup,full-size,2001,excellent,diesel,20421,automatic,rwd,8 cylinders,white,16000~30000
gmc,SUV,full-size,2019,excellent,gas,42054,automatic,4wd,4 cylinders,red,16000~30000
toyota,mini-van,full-size,2017,like new,gas,100460,automatic,4wd,6 cylinders,grey,16000~30000
ford,pickup,full-size,2008,good,diesel,133183,automatic,4wd,8 cylinders,white,16000~30000
gmc,van,full-size,2018,like new,gas,15785,automatic,rwd,8 cylinders,white,16000~30000
nissan,sedan,full-size,2019,like new,gas,30317,automatic,fwd,6 cylinders,blue,16000~30000
ford,truck,full-size,2016,like new,gas,60260,automatic,rwd,6 cylinders,red,16000~30000
dodge,coupe,mid-size,2016,excellent,gas,64701,manual,rwd,8 cylinders,black,16000~30000
ram,van,full-size,2018,excellent,gas,76550,automatic,fwd,6 cylinders,white,16000~30000
chevrolet,pickup,full-size,2011,excellent,gas,86155,automatic,4wd,8 cylinders,grey,16000~30000
toyota,pickup,full-size,2013,excellent,gas,92374,automatic,4wd,6 cylinders,grey,16000~30000
ford,truck,full-size,2013,good,gas,117335,automatic,4wd,6 cylinders,white,16000~30000
nissan,SUV,full-size,2019,like new,gas,5012,automatic,fwd,4 cylinders,white,16000~30000
chevrolet,coupe,mid-size,2019,like new,gas,25231,automatic,rwd,6 cylinders,white,16000~30000
chevrolet,truck,full-size,2013,excellent,gas,60413,automatic,4wd,8 cylinders,red,16000~30000
dodge,sedan,full-size,2016,excellent,gas,45000,automatic,rwd,8 cylinders,blue,16000~30000
chevrolet,coupe,mid-size,2008,excellent,gas,73849,manual,rwd,8 cylinders,black,16000~30000
ram,pickup,full-size,2008,like new,diesel,121330,automatic,4wd,6 cylinders,black,16000~30000
ford,SUV,full-size,2016,excellent,gas,35862,automatic,4wd,6 cylinders,black,16000~30000
volkswagen,convertible,mid-size,2017,excellent,gas,35582,automatic,fwd,4 cylinders,silver,16000~30000
gmc,truck,full-size,2013,excellent,gas,27000,automatic,4wd,8 cylinders,grey,16000~30000
toyota,truck,full-size,2018,good,gas,32149,automatic,rwd,4 cylinders,black,16000~30000
toyota,truck,full-size,2018,good,gas,32149,automatic,rwd,4 cylinders,black,16000~30000
toyota,truck,full-size,2018,good,gas,32149,automatic,rwd,4 cylinders,black,16000~30000
bmw,SUV,full-size,2015,excellent,gas,64200,automatic,4wd,6 cylinders,white,16000~30000
ram,truck,full-size,2015,good,gas,85000,automatic,4wd,8 cylinders,white,16000~30000
toyota,pickup,full-size,2013,excellent,gas,89667,automatic,4wd,8 cylinders,red,16000~30000
ford,pickup,full-size,2012,excellent,gas,99095,automatic,rwd,8 cylinders,grey,16000~30000
ford,truck,full-size,2016,good,gas,121056,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2016,good,gas,121056,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2017,like new,gas,110094,automatic,4wd,6 cylinders,grey,16000~30000
ford,truck,full-size,2016,excellent,gas,142259,automatic,4wd,8 cylinders,white,16000~30000
lexus,sedan,mid-size,2014,excellent,gas,49900,automatic,4wd,6 cylinders,black,16000~30000
audi,SUV,mid-size,2013,like new,gas,57885,automatic,4wd,6 cylinders,grey,16000~30000
ford,truck,full-size,2015,good,gas,191762,automatic,rwd,10 cylinders,white,16000~30000
volkswagen,SUV,mid-size,2019,excellent,gas,7669,automatic,fwd,4 cylinders,white,16000~30000
ford,van,full-size,2016,excellent,gas,13417,automatic,rwd,6 cylinders,white,16000~30000
audi,sedan,mid-size,2012,excellent,gas,56619,automatic,4wd,6 cylinders,black,16000~30000
dodge,coupe,full-size,2015,excellent,gas,84597,automatic,rwd,8 cylinders,black,16000~30000
gmc,SUV,full-size,2012,good,gas,89532,automatic,4wd,8 cylinders,brown,16000~30000
cadillac,SUV,full-size,2011,excellent,gas,97601,automatic,4wd,8 cylinders,silver,16000~30000
chevrolet,truck,full-size,2008,excellent,gas,103555,automatic,4wd,8 cylinders,black,16000~30000
jeep,SUV,full-size,2012,good,gas,115463,automatic,4wd,6 cylinders,red,16000~30000
toyota,van,full-size,2016,excellent,gas,47825,automatic,fwd,6 cylinders,custom,16000~30000
fiat,convertible,mid-size,2017,good,gas,3208,automatic,rwd,4 cylinders,grey,16000~30000
dodge,mini-van,full-size,2014,excellent,gas,24000,automatic,fwd,6 cylinders,red,16000~30000
chevrolet,truck,full-size,2010,excellent,gas,47242,automatic,4wd,8 cylinders,blue,16000~30000
chevrolet,pickup,full-size,2016,excellent,gas,56000,automatic,rwd,6 cylinders,grey,16000~30000
audi,sedan,full-size,2012,excellent,gas,108000,automatic,4wd,8 cylinders,blue,16000~30000
fiat,convertible,compact,2017,excellent,gas,14098,automatic,rwd,4 cylinders,white,16000~30000
ford,truck,full-size,2019,excellent,gas,26582,automatic,rwd,8 cylinders,white,16000~30000
ford,truck,full-size,2014,good,gas,61934,automatic,4wd,8 cylinders,silver,16000~30000
chevrolet,pickup,full-size,2015,good,gas,94716,automatic,4wd,8 cylinders,grey,16000~30000
toyota,SUV,full-size,2016,good,gas,98500,automatic,4wd,6 cylinders,white,16000~30000
lexus,sedan,mid-size,2016,excellent,gas,51538,automatic,fwd,6 cylinders,red,16000~30000
chevrolet,convertible,mid-size,2004,like new,gas,38226,automatic,rwd,8 cylinders,red,16000~30000
bmw,SUV,mid-size,2017,excellent,gas,47500,automatic,4wd,4 cylinders,silver,16000~30000
bmw,coupe,mid-size,2007,excellent,gas,48000,automatic,rwd,10 cylinders,blue,16000~30000
chevrolet,truck,full-size,2019,excellent,gas,11516,automatic,rwd,8 cylinders,white,16000~30000
toyota,SUV,full-size,2014,like new,gas,125510,automatic,4wd,6 cylinders,silver,16000~30000
ford,truck,full-size,2014,excellent,gas,125292,automatic,4wd,6 cylinders,white,16000~30000
ford,truck,mid-size,2012,excellent,gas,73949,automatic,4wd,6 cylinders,black,16000~30000
chevrolet,truck,full-size,2017,like new,gas,73533,automatic,4wd,6 cylinders,black,16000~30000
jeep,SUV,full-size,2015,good,gas,46153,automatic,4wd,6 cylinders,black,16000~30000
ford,van,full-size,2019,excellent,gas,14685,automatic,rwd,6 cylinders,white,16000~30000
subaru,wagon,mid-size,2017,like new,gas,38605,automatic,4wd,4 cylinders,grey,16000~30000
chevrolet,coupe,mid-size,2005,excellent,gas,39153,automatic,rwd,8 cylinders,silver,16000~30000
ford,pickup,full-size,2008,excellent,diesel,87913,automatic,4wd,8 cylinders,green,16000~30000
lincoln,SUV,full-size,2015,excellent,gas,91000,automatic,4wd,6 cylinders,black,16000~30000
chevrolet,truck,full-size,2015,good,gas,99450,automatic,4wd,8 cylinders,black,16000~30000
ford,truck,full-size,2016,excellent,gas,111700,automatic,4wd,8 cylinders,grey,16000~30000
ram,truck,full-size,2009,like new,diesel,147606,automatic,4wd,6 cylinders,grey,16000~30000
chevrolet,truck,full-size,2015,good,gas,174699,automatic,4wd,8 cylinders,white,16000~30000
dodge,coupe,mid-size,2019,excellent,gas,17560,automatic,rwd,6 cylinders,black,16000~30000
ford,truck,full-size,2011,good,diesel,133272,automatic,4wd,8 cylinders,white,16000~30000
toyota,truck,mid-size,2017,like new,gas,10000,automatic,4wd,4 cylinders,black,16000~30000
lexus,sedan,full-size,2015,like new,gas,26000,automatic,rwd,6 cylinders,grey,16000~30000
chevrolet,truck,mid-size,2016,new,gas,29500,automatic,rwd,4 cylinders,custom,16000~30000
jeep,SUV,full-size,2017,excellent,gas,60000,automatic,rwd,6 cylinders,white,16000~30000
ford,SUV,mid-size,2017,excellent,gas,24928,automatic,4wd,4 cylinders,black,16000~30000
chevrolet,truck,full-size,2019,like new,gas,13625,automatic,rwd,8 cylinders,white,16000~30000
nissan,SUV,full-size,2017,like new,gas,53794,automatic,4wd,6 cylinders,blue,16000~30000
gmc,pickup,full-size,2017,excellent,gas,122000,automatic,4wd,6 cylinders,silver,16000~30000
ram,truck,full-size,2019,like new,gas,13299,automatic,rwd,8 cylinders,white,16000~30000
ford,coupe,mid-size,2006,like new,gas,17000,manual,rwd,8 cylinders,yellow,16000~30000
infiniti,sedan,mid-size,2015,like new,gas,22300,automatic,4wd,6 cylinders,black,16000~30000
lincoln,SUV,full-size,2012,excellent,gas,47790,automatic,4wd,8 cylinders,purple,16000~30000
lincoln,SUV,full-size,2012,excellent,gas,47790,automatic,4wd,8 cylinders,purple,16000~30000
ford,truck,full-size,2011,excellent,diesel,206354,automatic,4wd,8 cylinders,white,16000~30000
ford,SUV,full-size,2016,good,gas,85093,automatic,4wd,4 cylinders,grey,16000~30000
chevrolet,van,full-size,2015,good,gas,25692,automatic,rwd,8 cylinders,white,16000~30000
chevrolet,van,full-size,2013,good,gas,40234,automatic,4wd,8 cylinders,green,16000~30000
ford,van,full-size,2019,excellent,gas,9288,automatic,rwd,6 cylinders,white,16000~30000
ford,truck,full-size,2011,excellent,diesel,187000,automatic,4wd,8 cylinders,white,16000~30000
subaru,wagon,mid-size,2017,excellent,gas,30872,automatic,4wd,6 cylinders,blue,16000~30000
ford,van,full-size,2019,excellent,gas,26255,automatic,rwd,6 cylinders,white,16000~30000
chevrolet,SUV,mid-size,2017,excellent,gas,42697,automatic,fwd,6 cylinders,red,16000~30000
ford,truck,full-size,2002,good,diesel,88034,manual,4wd,8 cylinders,black,16000~30000
chevrolet,van,full-size,2019,excellent,gas,11960,automatic,rwd,8 cylinders,white,16000~30000
ford,van,full-size,2019,excellent,gas,12799,automatic,rwd,6 cylinders,white,16000~30000
ford,truck,full-size,2015,excellent,gas,149895,automatic,rwd,10 cylinders,white,16000~30000
ford,truck,full-size,2006,like new,gas,14575,automatic,fwd,6 cylinders,white,16000~30000
gmc,SUV,full-size,2017,excellent,gas,41729,automatic,fwd,6 cylinders,red,16000~30000
gmc,truck,full-size,2015,excellent,gas,58450,automatic,4wd,8 cylinders,red,16000~30000
ford,pickup,full-size,2018,excellent,gas,122687,automatic,4wd,8 cylinders,white,16000~30000
chevrolet,truck,full-size,2015,like new,gas,58689,automatic,4wd,6 cylinders,silver,16000~30000
chevrolet,truck,full-size,2018,excellent,gas,64949,automatic,rwd,6 cylinders,silver,16000~30000
nissan,coupe,compact,2012,like new,gas,77204,manual,rwd,6 cylinders,grey,16000~30000
chevrolet,truck,full-size,2015,like new,gas,42545,automatic,rwd,6 cylinders,red,16000~30000
mini,convertible,compact,2018,excellent,gas,35542,manual,fwd,3 cylinders,black,16000~30000
toyota,SUV,mid-size,2016,good,gas,48132,automatic,fwd,6 cylinders,grey,16000~30000
jeep,SUV,mid-size,2012,excellent,gas,84000,manual,4wd,6 cylinders,custom,16000~30000
chevrolet,truck,full-size,2010,good,diesel,127381,automatic,4wd,8 cylinders,blue,16000~30000
chevrolet,truck,full-size,2010,good,diesel,127381,automatic,4wd,8 cylinders,blue,16000~30000
chevrolet,truck,full-size,2010,good,diesel,127381,automatic,4wd,8 cylinders,blue,16000~30000
lincoln,sedan,full-size,2014,excellent,gas,162000,automatic,4wd,6 cylinders,black,16000~30000
chevrolet,truck,full-size,2015,excellent,gas,51000,automatic,4wd,6 cylinders,silver,16000~30000
cadillac,SUV,mid-size,2017,excellent,gas,65429,automatic,4wd,6 cylinders,black,16000~30000
ford,van,full-size,2019,excellent,gas,10250,automatic,rwd,6 cylinders,white,16000~30000
chevrolet,coupe,mid-size,2015,excellent,gas,44170,automatic,rwd,8 cylinders,white,16000~30000
lexus,sedan,full-size,2015,like new,gas,60000,automatic,4wd,6 cylinders,white,16000~30000
ford,truck,full-size,2011,like new,diesel,186000,automatic,4wd,8 cylinders,white,16000~30000
ford,truck,full-size,2015,good,diesel,53628,automatic,4wd,8 cylinders,white,16000~30000
gmc,truck,full-size,2007,good,gas,66080,automatic,rwd,8 cylinders,white,16000~30000
gmc,truck,full-size,2007,good,gas,66080,automatic,rwd,8 cylinders,white,16000~30000
gmc,truck,full-size,2007,good,gas,66080,automatic,rwd,8 cylinders,white,16000~30000
nissan,truck,full-size,2018,excellent,gas,27400,automatic,4wd,6 cylinders,blue,16000~30000
ford,pickup,full-size,2018,like new,gas,43000,automatic,rwd,8 cylinders,white,16000~30000
bmw,sedan,full-size,2015,excellent,gas,62800,automatic,4wd,6 cylinders,grey,16000~30000
ford,truck,full-size,2013,good,gas,77600,automatic,4wd,8 cylinders,black,16000~30000
gmc,van,full-size,2019,like new,gas,8500,automatic,rwd,8 cylinders,white,16000~30000
honda,sedan,full-size,2018,excellent,gas,38500,automatic,fwd,4 cylinders,white,16000~30000
jeep,offroad,full-size,2013,excellent,gas,111000,automatic,4wd,6 cylinders,white,16000~30000
ford,truck,full-size,2006,excellent,diesel,145000,automatic,4wd,8 cylinders,black,16000~30000
ford,van,full-size,2019,excellent,gas,9853,automatic,rwd,6 cylinders,white,16000~30000
